Date,Time,Address,Crime,Inside/Outside,Weapon,PostCode,District,Neighborhood,Longitude,Latitude,Location,Premise
interval+date,interval+minute,nominal,ordinal,nominal,nominal,nominal,nominal,nominal,ratio,ratio,vector2,nominal
43287,1320,2800 W LANVALE ST,8,O,,721,WESTERN,Mosher,-76.66349,39.29717,"(39.29717, -76.66349)",STREET
43287,1320,700 ROUNDVIEW RD,3,O,,922,SOUTHERN,Cherry Hill,-76621,39.24772,"(39.24772, -76.621)",STREET
43287,1320,4700 PENNINGTON AVE,3,O,,911,SOUTHERN,Curtis Bay,-76.58827,39.22354,"(39.22354, -76.58827)",STREET
43287,1305,1000 N GILMOR ST,5,I,,743,WESTERN,Sandtown-Winchester,-76.64305,39.30013,"(39.30013, -76.64305)",OTHER - IN
43287,1295,0 N CALVERT ST,7,I,,111,CENTRAL,Downtown,-76.61236,39.29011,"(39.29011, -76.61236)",CONVENIENC
43287,1290,4800 PIMLICO RD,2,I,,614,NORTHWESTERN,Central Park Heights,-76.66891,39.34733,"(39.34733, -76.66891)",ROW/TOWNHO
43287,1263,200 S SPRING CT,5,O,,211,SOUTHEASTERN,Perkins Homes,-76.59808,39.28771,"(39.28771, -76.59808)",STREET
43287,1221,1800 ORLEANS ST,14,,FIREARM,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.29529, -76.59129)",Street
43287,1230,0 E PRESTON ST,5,O,,332,EASTERN,Berea,-76.58152,39.30587,"(39.30587, -76.58152)",STREET
43287,1221,1800 ORLEANS ST,0,I,FIREARM,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.29529, -76.59129)",HOSP/NURS.
43287,1200,3400 FREDERICK AVE,7,O,,833,SOUTHWESTERN,Irvington,-76.67468,39.28127,"(39.28127, -76.67468)",PARKING LO
43287,1190,0 N ABINGTON AV,6,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67118,39.28631,"(39.28631, -76.67118)",Street
43287,1190,0 N ABINGTON AV,14,,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67118,39.28631,"(39.28631, -76.67118)",Street
43287,1185,4500 EDMONDSON AVE,3,O,,822,SOUTHWESTERN,Rognel Heights,-76.69365,39.29346,"(39.29346, -76.69365)",GAS STATIO
43287,1178,0 N ABINGTON AV,0,O,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,-76.67117,39.28604,"(39.28604, -76.67117)",STREET
43287,1170,1700 MONTPELIER ST,2,I,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59552,39.31996,"(39.31996, -76.59552)",ROW/TOWNHO
43287,1170,4300 OLD YORK RD,3,O,,524,NORTHERN,Wilson Park,-76.60787,39.34144,"(39.34144, -76.60787)",STREET
43287,1160,1800 W NORTH AVE,5,,,731,WESTERN,Mondawmin,-76.64662,39.30991,"(39.30991, -76.64662)",
43287,1140,7300 HARFORD RD,7,I,,424,NORTHEASTERN,North Harford Road,-76.54604,39.37015,"(39.37015, -76.54604)",RETAIL/SMA
43287,1134,3500 WOODLAND AVE,5,O,,614,NORTHWESTERN,Central Park Heights,-76.67355,39.34167,"(39.34167, -76.67355)",STREET
43287,1110,400 KEY HWY,5,O,,112,CENTRAL,Inner Harbor,-76.60841,39.28079,"(39.28079, -76.60841)",OTHER - OU
43287,1110,400 KEY HWY,5,O,,112,CENTRAL,Inner Harbor,-76.60841,39.28079,"(39.28079, -76.60841)",OTHER - OU
43287,1105,AV & BORCHERS LN,13,,FIREARM,814,SOUTHWESTERN,Franklintown Road,-76.6652,39.29525,"(39.29525, -76.6652)",
